crime_id,date,year,area,latitude,longitude,crime_type,crime_category,gender_victim,age_victim,no_of_cctv,response_time_min,crime_reported,weather_condition,day_of_week,is_festival_day,crime_outcome,crime_date_parsed
bf52c8d5-0937-45be-b813-86af568a9ba0,2010-11-21,2010,Mohanpur,30.389528,78.104347,Illegal Possession,Property,Male,47,2,22.27,0,Foggy,Sunday,0,Solved,2010-11-21
e35576b9-c7d6-4de6-95bd-17e887b4989a,2010-11-21,2010,Prem Nagar,30.408636,78.144759,Arson,Non-Violent,Male,53,10,15.41,0,Cloudy,Sunday,1,Unsolved,2010-11-21
517ae3fd-e757-4698-9a5f-ead12f4c28cd,2010-11-22,2010,Mohanpur,30.353376,78.199972,Harassment,Violent,Other,11,5,19.97,0,Stormy,Monday,0,Solved,2010-11-22
e4a25371-4a8e-4e22-8c5c-27861fe4953d,2010-11-22,2010,Mohkampur,30.400352,77.926323,Burglary,Violent,Female,65,6,41.04,1,Rainy,Monday,0,Under Investigation,2010-11-22
ab4d7ea4-4ba7-4aad-be7a-b97f998c8b46,2010-11-23,2010,Majra,30.37292,78.191157,Fraud,Property,Unknown,53,9,5.78,0,Stormy,Tuesday,0,Unsolved,2010-11-23
399d01db-3765-464e-adb2-52e68b163289,2010-11-23,2010,Saharanpur Road,30.275032,78.097973,Human Trafficking,Violent,Other,22,2,59.22,1,Foggy,Tuesday,0,Solved,2010-11-23
855b5308-c234-4da5-9a85-6c95603d5049,2010-11-24,2010,Mohanpur,30.295591,77.986786,Pickpocketing,Property,Other,16,0,14.8,0,Clear,Wednesday,0,Unsolved,2010-11-24
40559504-9a23-4caa-9a32-a38343071fe6,2010-11-24,2010,Mohanpur,30.298134,77.935957,Assault,Property,Unknown,69,9,26.92,1,Cloudy,Wednesday,0,Under Investigation,2010-11-24
4def05fe-7b94-49cc-a116-b9968d1062df,2010-11-24,2010,Saharanpur Road,30.367997,78.092931,Attempt to Murder,Non-Violent,Unknown,58,6,45.15,1,Foggy,Wednesday,0,Solved,2010-11-24
8b5adcb9-a45d-479f-8b62-0c22e1cc1fe1,2010-11-25,2010,Majra,30.375033,78.058621,Fraud,Violent,Unknown,45,2,57.89,1,Cloudy,Thursday,0,Unsolved,2010-11-25
733cb9ec-efae-41f1-b8d0-03307a1bc8b8,2010-11-25,2010,Mohkampur,30.371026,77.999486,Robbery,Non-Violent,Female,61,2,13.21,0,Stormy,Thursday,0,Under Investigation,2010-11-25
cccbf4ae-1262-4e1c-b3d6-d2fa2bb72df8,2010-11-26,2010,Majra,30.388105,78.046233,Murder,Non-Violent,Male,64,1,5.56,1,Clear,Friday,0,Unsolved,2010-11-26
1e3f97c7-cf0f-4c78-a73c-567f9c3f4932,2010-11-27,2010,Gulab Bagh,30.293334,78.051007,Kidnapping,Non-Violent,Other,11,9,59.77,0,Stormy,Saturday,0,Under Investigation,2010-11-27
201a8d45-5bf0-4258-9ec3-82d3d739a1f7,2010-11-28,2010,Saharanpur Road,30.402364,78.031475,Harassment,Non-Violent,Female,49,4,9.63,1,Clear,Sunday,0,Solved,2010-11-28
e7639a8d-e3fa-4351-b1dc-a82845f3a88d,2010-11-29,2010,Gulab Bagh,30.258804,78.092354,Burglary,Violent,Unknown,26,0,31.66,1,Rainy,Monday,1,Under Investigation,2010-11-29
591a09ff-33aa-4046-81ab-e153440118c1,2010-11-29,2010,Gulab Bagh,30.266639,78.182167,Harassment,Violent,Female,21,9,10.16,0,Clear,Monday,0,Unsolved,2010-11-29
21a2eb27-c199-4d14-a77c-1cb853273ef4,2010-11-29,2010,Subhash Road,30.424045,78.123065,Drug Possession,Violent,Male,16,1,18.22,1,Rainy,Monday,0,Under Investigation,2010-11-29
56f4f884-f453-48da-838b-9dec6f2c7d8d,2010-11-29,2010,Saharanpur Road,30.307882,78.168695,Attempt to Murder,Property,Unknown,42,8,57.02,1,Rainy,Monday,1,Under Investigation,2010-11-29
ebce2427-6598-4fad-a8c0-5975f2d2aaef,2010-11-29,2010,Rajpur Road,30.444501,77.924933,Fraud,Non-Violent,Male,64,9,47.25,0,Rainy,Monday,0,Under Investigation,2010-11-29
9c432c3f-2670-41e9-a487-0500e1490b71,2010-12-01,2010,Subhash Road,30.329984,78.01733,Cyber Crime,Violent,Unknown,62,4,34.95,1,Clear,Wednesday,0,Unsolved,2010-12-01
90b25bb4-a154-4752-9e13-c1499de50d8d,2010-12-01,2010,Prem Nagar,30.263992,78.116321,Murder,Violent,Other,30,0,52.2,1,Foggy,Wednesday,0,Unsolved,2010-12-01
851a42f1-f045-45cb-bc25-be824949dee2,2010-12-03,2010,Mohanpur,30.276496,77.956577,Burglary,Non-Violent,Other,74,4,47.23,1,Clear,Friday,0,Under Investigation,2010-12-03
69e3eba4-8ffd-4321-ac4d-6a42c0a6b135,2010-12-04,2010,Saharanpur Road,30.373751,77.962493,Robbery,Violent,Unknown,57,5,2.56,1,Cloudy,Saturday,0,Unsolved,2010-12-04
83bed7ea-0e10-4aad-82e7-23de38e96cd4,2010-12-05,2010,Majra,30.410712,78.166762,Forgery,Non-Violent,Other,54,8,57.99,1,Rainy,Sunday,0,Unsolved,2010-12-05
987a6788-3397-4004-bdc3-86aea3b3ec26,2010-12-05,2010,Mohkampur,30.279743,77.976551,Harassment,Property,Female,59,10,40.22,1,Foggy,Sunday,1,Under Investigation,2010-12-05
22f3c5ff-c71c-438f-9385-ca9d39731017,2010-12-05,2010,Kudkan,30.372334,78.036729,Cyber Crime,Non-Violent,Female,25,1,32.8,1,Clear,Sunday,0,Under Investigation,2010-12-05
836357c7-9ac0-43a6-ae2e-3c23b3b79223,2010-12-05,2010,CID Colony,30.254853,78.193879,Harassment,Violent,Unknown,14,1,4.58,1,Foggy,Sunday,0,Under Investigation,2010-12-05
535420aa-8e91-46f0-a78f-1a9e9253aab1,2010-12-06,2010,Mohkampur,30.36127,77.990065,Harassment,Violent,Female,11,4,53.15,0,Clear,Monday,0,Under Investigation,2010-12-06
ee4d50c1-3349-4782-bdae-9f5f9cde713f,2010-12-08,2010,Majra,30.328894,78.147488,Pickpocketing,White-Collar,Female,29,10,29.65,0,Foggy,Wednesday,0,Unsolved,2010-12-08
72c57735-c9e8-4957-a4b3-adb22260639e,2010-12-09,2010,Mohanpur,30.304919,78.09356,Kidnapping,White-Collar,Other,60,6,37.74,1,Cloudy,Thursday,0,Solved,2010-12-09
8e17c2e0-d7e1-4d97-97ad-ad4484a825b8,2010-12-09,2010,Prem Nagar,30.436919,78.07392,Cyber Crime,Property,Other,26,1,56.02,0,Foggy,Thursday,0,Solved,2010-12-09
e0649722-3bc1-4f29-bd8f-c7be0be322af,2010-12-10,2010,Mohanpur,30.261242,77.985254,Assault,Property,Other,47,3,34.17,0,Stormy,Friday,0,Solved,2010-12-10
39780461-01d4-4b67-927a-e783520ab3cf,2010-12-10,2010,Gulab Bagh,30.361131,78.029813,Drug Possession,Property,Other,21,2,32.53,0,Cloudy,Friday,0,Unsolved,2010-12-10
bb90f349-c571-4fb0-8dcc-e0cf7dcc7e84,2010-12-10,2010,Saharanpur Road,30.396153,78.002089,Cyber Crime,White-Collar,Male,10,7,35.75,0,Rainy,Friday,0,Under Investigation,2010-12-10
846f58ef-7737-453f-bfff-2560711f45bc,2010-12-10,2010,CID Colony,30.443785,77.968627,Human Trafficking,White-Collar,Other,24,4,47.34,1,Rainy,Friday,0,Under Investigation,2010-12-10
b6299846-15b7-4d2c-98d2-aab20b4bd88f,2010-12-11,2010,Industrial Area,30.444008,77.988728,Illegal Possession,Violent,Female,45,4,18.55,0,Foggy,Saturday,0,Solved,2010-12-11
55119c99-c9ef-4712-8b39-df1ee97b2054,2010-12-12,2010,Gulab Bagh,30.340481,77.947912,Cyber Crime,White-Collar,Female,27,4,26.1,0,Stormy,Sunday,0,Under Investigation,2010-12-12
4f952b2b-4da6-45fd-97a1-b4c8e02a60ea,2010-12-12,2010,Prem Nagar,30.260004,78.110099,Harassment,Violent,Male,63,5,43.44,1,Cloudy,Sunday,0,Unsolved,2010-12-12
9fb41afe-544d-4924-ab9e-b30673dac1ca,2010-12-13,2010,Mohanpur,30.420704,78.154132,Pickpocketing,Property,Other,62,10,25.24,0,Stormy,Monday,0,Under Investigation,2010-12-13
caa34cba-fd79-4760-a173-d7c214b2a002,2010-12-13,2010,Gulab Bagh,30.305813,78.057768,Kidnapping,Violent,Other,73,4,14.26,1,Cloudy,Monday,0,Unsolved,2010-12-13
5d34e97a-6d4c-4e71-bee1-167a6e25dc39,2010-12-13,2010,Mohkampur,30.289787,77.907676,Burglary,White-Collar,Unknown,49,5,5.38,1,Rainy,Monday,0,Unsolved,2010-12-13
deca29e9-8a85-4a3e-b7a2-d2cebe5030a2,2010-12-14,2010,Gulab Bagh,30.280767,78.17567,Cyber Crime,Non-Violent,Other,74,9,45.53,0,Clear,Tuesday,0,Unsolved,2010-12-14
7b81d8eb-388d-4171-b796-cf869f02677a,2010-12-14,2010,CID Colony,30.389895,78.191069,Burglary,Property,Male,46,9,49.67,0,Rainy,Tuesday,0,Under Investigation,2010-12-14
1955fd17-8aa6-465d-9d71-491bbd5ce2be,2010-12-15,2010,Gulab Bagh,30.327821,78.187845,Kidnapping,Property,Unknown,15,4,9.4,0,Stormy,Wednesday,1,Under Investigation,2010-12-15
90c5f528-bb76-442d-bde9-8bee021ae913,2010-12-15,2010,Subhash Road,30.356232,77.929935,Fraud,White-Collar,Other,11,3,2.6,1,Cloudy,Wednesday,0,Under Investigation,2010-12-15
0b2f40bb-5ee8-469f-ac0c-afc119fdc1a2,2010-12-15,2010,Saharanpur Road,30.436767,78.069034,Fraud,Property,Male,48,2,44.44,1,Foggy,Wednesday,0,Solved,2010-12-15
a28e5dba-74f5-4a7a-8edb-963022eabe43,2010-12-15,2010,Mohkampur,30.305357,78.175988,Kidnapping,Non-Violent,Male,52,3,19.54,0,Foggy,Wednesday,0,Solved,2010-12-15
22f57487-ffc6-4e20-969d-64ddf77d8cd0,2010-12-15,2010,Industrial Area,30.3684,77.939417,Drug Possession,Property,Male,36,10,13.0,1,Rainy,Wednesday,0,Unsolved,2010-12-15
8dd730ff-5f28-4faf-ad50-3dcfa795bc8b,2010-12-16,2010,Majra,30.328275,78.02816,Cyber Crime,Violent,Male,59,7,56.05,0,Clear,Thursday,0,Under Investigation,2010-12-16
df703e6b-f069-48de-8e2d-e06af033dd7c,2010-12-16,2010,Rajpur Road,30.417617,78.022802,Arson,White-Collar,Male,25,6,52.82,0,Cloudy,Thursday,0,Unsolved,2010-12-16
fd0d047a-5018-4da5-a1e6-be8fb760871d,2010-12-17,2010,Shivaji Colony,30.258356,77.948678,Attempt to Murder,Violent,Other,64,7,58.57,0,Rainy,Friday,0,Unsolved,2010-12-17
a8b2ade3-587f-4521-870e-c7bbb20d15be,2010-12-18,2010,Majra,30.383005,78.155905,Illegal Possession,Violent,Other,22,4,39.81,0,Rainy,Saturday,0,Unsolved,2010-12-18
c4536a59-36d2-486f-9194-84632f963a8e,2010-12-19,2010,Mohanpur,30.340579,77.964152,Assault,Property,Female,14,10,34.38,1,Rainy,Sunday,0,Solved,2010-12-19
133026e1-04a1-4cab-a342-d13a2b1f91c1,2010-12-20,2010,Majra,30.312687,78.171046,Assault,Violent,Female,17,6,6.38,0,Cloudy,Monday,0,Solved,2010-12-20
191e6b30-ce23-486e-b324-015bcbd26a32,2010-12-21,2010,Majra,30.407009,77.976238,Drug Trafficking,Property,Female,35,0,58.56,0,Stormy,Tuesday,0,Under Investigation,2010-12-21
b73a87c3-96d5-4067-959c-1f36f6f063af,2010-12-21,2010,Industrial Area,30.264629,78.052216,Assault,Non-Violent,Unknown,35,10,13.29,1,Clear,Tuesday,0,Solved,2010-12-21
4d237fbd-a2db-437f-a9f6-711a35702dd7,2010-12-22,2010,Mohanpur,30.282824,78.100491,Cyber Crime,Violent,Male,62,9,2.25,0,Cloudy,Wednesday,0,Under Investigation,2010-12-22
df3a6bab-ae25-420b-9b9b-7e1f43d2085f,2010-12-23,2010,Majra,30.447742,78.117156,Cyber Crime,Non-Violent,Other,58,5,18.03,0,Foggy,Thursday,0,Under Investigation,2010-12-23
4299e0d6-d50b-4189-adfa-da55d7ee7040,2010-12-23,2010,Majra,30.365913,78.01678,Drug Trafficking,Non-Violent,Other,75,9,57.13,0,Rainy,Thursday,0,Under Investigation,2010-12-23
6d6f8a3e-f88a-4cda-bab1-91eb789e3c20,2010-12-24,2010,Mohkampur,30.42006,77.939043,Cyber Crime,Property,Male,45,9,9.63,0,Stormy,Friday,0,Unsolved,2010-12-24
6e9a5e46-9488-4b52-9152-c0b06d655087,2010-12-25,2010,Majra,30.289545,78.006128,Domestic Violence,White-Collar,Female,20,3,4.7,0,Rainy,Saturday,0,Unsolved,2010-12-25
0ab85dc8-debc-4428-9541-1262317cd7df,2010-12-25,2010,Subhash Road,30.41624,77.979629,Harassment,Non-Violent,Female,66,8,14.76,1,Stormy,Saturday,0,Unsolved,2010-12-25
02f40a63-0471-402e-a3fb-d003a7996535,2010-12-27,2010,Majra,30.369673,77.937083,Cyber Crime,Non-Violent,Male,29,2,48.91,1,Clear,Monday,0,Solved,2010-12-27
c150aefc-913a-4b7d-ac8a-7013a9e589b3,2010-12-27,2010,Saharanpur Road,30.411235,78.096098,Assault,Property,Unknown,27,2,17.27,0,Foggy,Monday,0,Under Investigation,2010-12-27
f36b7100-6afb-49e1-82b0-2299b57e47dd,2010-12-30,2010,Malsi,30.300407,78.02192,Domestic Violence,Non-Violent,Male,54,9,32.94,1,Stormy,Thursday,0,Solved,2010-12-30
021ca601-c081-465d-92ec-d38a85ee3e95,2011-01-01,2011,Malsi,30.336496,78.194717,Domestic Violence,Property,Male,39,5,47.64,1,Stormy,Saturday,0,Unsolved,2011-01-01
8c383434-5a63-48d6-a2af-df259d09bc9e,2011-01-03,2011,Subhash Road,30.362198,77.941412,Fraud,Property,Female,10,9,4.06,0,Rainy,Monday,0,Under Investigation,2011-01-03
3673fa7f-81bc-4efe-a134-57636a154cc6,2011-01-03,2011,Prem Nagar,30.289499,78.18019,Assault,Violent,Male,51,3,33.82,0,Rainy,Monday,0,Unsolved,2011-01-03
1c2b071e-2650-4548-98bb-33ee09158180,2011-01-03,2011,Kudkan,30.307398,77.924624,Domestic Violence,Non-Violent,Unknown,75,2,12.04,0,Foggy,Monday,0,Solved,2011-01-03
dbf8e33a-02e0-407a-bf1a-02a0009fa201,2011-01-04,2011,Mohanpur,30.341588,78.086909,Robbery,Non-Violent,Male,18,9,32.14,0,Rainy,Tuesday,0,Under Investigation,2011-01-04
2e7911a3-c83b-4c1d-a447-5e0ee4c4d3c2,2011-01-04,2011,Gulab Bagh,30.322985,77.905153,Fraud,Non-Violent,Unknown,10,7,9.0,1,Stormy,Tuesday,0,Under Investigation,2011-01-04
6eddac8a-4333-4094-8778-47d607bdbfb0,2011-01-04,2011,Subhash Road,30.287144,78.1943,Drug Trafficking,Violent,Female,52,9,4.8,1,Rainy,Tuesday,1,Solved,2011-01-04
811669cd-7f60-42fb-abde-d3a4f656ad8d,2011-01-04,2011,Kudkan,30.296496,78.064482,Attempt to Murder,Violent,Other,26,4,42.84,1,Clear,Tuesday,1,Unsolved,2011-01-04
8ff4c408-3e3a-486d-93cf-81273e3698df,2011-01-04,2011,Rajpur Road,30.434181,78.199155,Assault,Non-Violent,Other,40,6,21.59,0,Clear,Tuesday,0,Unsolved,2011-01-04
c5b833d8-b7b2-49a0-a0c6-19271a8e0724,2011-01-06,2011,Majra,30.434191,78.06141,Harassment,Violent,Male,47,10,55.9,1,Clear,Thursday,0,Unsolved,2011-01-06
ac1d8548-0974-442e-aacc-4b03df63f3ea,2011-01-06,2011,Majra,30.26955,77.986539,Burglary,Violent,Unknown,17,9,22.27,0,Rainy,Thursday,0,Unsolved,2011-01-06
46072d97-5abe-4ee1-b26f-e113363014bf,2011-01-06,2011,Gulab Bagh,30.403058,78.158956,Arson,Non-Violent,Unknown,75,9,8.49,1,Cloudy,Thursday,0,Solved,2011-01-06
bc83eafe-ca8d-4a08-b8ca-a73b2df9fd03,2011-01-06,2011,Industrial Area,30.280855,78.16429,Assault,Property,Female,74,2,35.51,0,Clear,Thursday,0,Under Investigation,2011-01-06
fafe82be-ab20-4c6b-8f2c-2f24381b18a0,2011-01-07,2011,Mohanpur,30.428174,78.025711,Fraud,Non-Violent,Other,34,2,31.34,1,Cloudy,Friday,0,Solved,2011-01-07
ffbb343a-9f8b-4a23-8965-3e91675e9264,2011-01-07,2011,Mohanpur,30.33057,77.958906,Fraud,Property,Female,13,10,31.76,1,Stormy,Friday,0,Under Investigation,2011-01-07
38e818cb-9eee-49a4-a697-0da6a9079b94,2011-01-07,2011,Subhash Road,30.343199,77.902031,Cyber Crime,Property,Other,20,6,41.95,1,Rainy,Friday,0,Solved,2011-01-07
8f1611d8-0a46-4522-a2ff-612ad1dc16aa,2011-01-07,2011,Industrial Area,30.37568,77.915109,Cyber Crime,Violent,Male,21,7,58.94,1,Cloudy,Friday,1,Under Investigation,2011-01-07
e20d9229-2d21-4890-b214-edb6aa937d30,2011-01-08,2011,Prem Nagar,30.306425,78.193481,Harassment,Property,Unknown,26,6,37.7,1,Stormy,Saturday,0,Solved,2011-01-08
9369563f-fca8-4200-9a77-69301d0aee00,2011-01-09,2011,Majra,30.328675,77.962343,Drug Trafficking,White-Collar,Unknown,71,0,8.04,1,Foggy,Sunday,0,Unsolved,2011-01-09
d5d5a706-777d-45ca-b027-5c9be399ec18,2011-01-09,2011,Gulab Bagh,30.379652,78.109447,Cyber Crime,Property,Other,48,0,16.79,1,Stormy,Sunday,0,Solved,2011-01-09
974955c6-c86d-43b1-b065-3af24a9e7acd,2011-01-09,2011,Industrial Area,30.3175,78.120068,Drug Trafficking,Property,Male,30,2,44.45,1,Clear,Sunday,0,Solved,2011-01-09
dca0d011-bf62-4f46-a509-fee9e92baa64,2011-01-10,2011,Mohanpur,30.400487,78.073432,Illegal Possession,Non-Violent,Female,45,3,12.66,1,Clear,Monday,0,Under Investigation,2011-01-10
e48f919e-026b-4017-8a0f-d086fce74566,2011-01-11,2011,Mohanpur,30.325883,78.191412,Fraud,Property,Other,70,4,46.76,0,Clear,Tuesday,0,Under Investigation,2011-01-11
16fe7ddd-feb4-4089-9423-2157ecdd9448,2011-01-11,2011,Industrial Area,30.294214,78.14426,Domestic Violence,Non-Violent,Other,41,0,6.89,0,Clear,Tuesday,0,Solved,2011-01-11
d4cb35fd-d44c-45d4-80ce-43f79534f4f8,2011-01-11,2011,Kudkan,30.320859,78.111003,Fraud,Violent,Female,18,2,45.77,1,Cloudy,Tuesday,0,Solved,2011-01-11
cc9d20e9-f000-4b4a-b1ef-39e6e6f91278,2011-01-12,2011,Majra,30.326682,77.947559,Harassment,Violent,Female,38,4,57.21,1,Rainy,Wednesday,0,Unsolved,2011-01-12
62796b20-7cac-429e-8601-73ca59482e6e,2011-01-13,2011,Majra,30.422704,78.068315,Cyber Crime,Non-Violent,Other,61,2,2.43,1,Stormy,Thursday,0,Unsolved,2011-01-13
5fd0d990-29f3-4074-b39f-5cd425cfd07d,2011-01-13,2011,Mohanpur,30.2567,78.032425,Burglary,Non-Violent,Unknown,12,1,26.3,1,Clear,Thursday,0,Unsolved,2011-01-13
32efe9bb-6f48-4810-9e67-f653605fe965,2011-01-13,2011,Mohanpur,30.392443,78.050641,Burglary,Violent,Male,23,3,16.9,0,Foggy,Thursday,0,Solved,2011-01-13
eb27f158-9897-4cd5-89ae-10c41a3cacd2,2011-01-13,2011,Gulab Bagh,30.25837,78.100318,Pickpocketing,Violent,Unknown,28,8,21.46,1,Cloudy,Thursday,0,Solved,2011-01-13
06dd31b7-95b2-420b-812c-44fdc31cfedf,2011-01-13,2011,CID Colony,30.441487,78.149539,Harassment,Violent,Unknown,21,2,44.48,0,Cloudy,Thursday,0,Unsolved,2011-01-13
f7c246e4-7ee1-4d87-91f9-d222de95d894,2011-01-14,2011,Gulab Bagh,30.432626,78.179233,Harassment,Violent,Other,71,7,53.94,0,Cloudy,Friday,0,Unsolved,2011-01-14
b09f646c-54f3-4dc1-acec-32ef3094fe05,2011-01-15,2011,Gulab Bagh,30.31479,77.917173,Fraud,Property,Unknown,51,5,55.97,0,Clear,Saturday,0,Solved,2011-01-15
9f5a57b2-fbcb-478e-a043-29976d215da4,2011-01-15,2011,Subhash Road,30.410435,77.985269,Fraud,Property,Female,28,6,43.81,1,Foggy,Saturday,0,Under Investigation,2011-01-15
d2d7fa6d-d6f7-4e84-bd53-d1cbe43c3a0f,2011-01-17,2011,Mohkampur,30.300562,77.981615,Cyber Crime,Violent,Other,58,0,30.94,1,Stormy,Monday,0,Under Investigation,2011-01-17
a0b65446-93b6-48b5-b5f2-0f793c67db8b,2011-01-18,2011,Gulab Bagh,30.274711,77.919457,Robbery,Violent,Male,64,10,8.88,1,Rainy,Tuesday,0,Under Investigation,2011-01-18
3e0a9a6c-e557-437f-89f1-a7eae27daf48,2011-01-19,2011,Gulab Bagh,30.427597,78.096024,Fraud,Property,Male,54,2,55.69,0,Foggy,Wednesday,0,Unsolved,2011-01-19
af6137c4-566c-4357-ad87-6d4c4fc2cabe,2011-01-19,2011,Gulab Bagh,30.264421,77.903477,Assault,Non-Violent,Unknown,58,8,12.4,0,Clear,Wednesday,0,Solved,2011-01-19
8a2c4c12-17ac-446e-b760-5b06ced11760,2011-01-19,2011,Subhash Road,30.366693,77.923926,Burglary,Property,Male,14,7,57.9,1,Stormy,Wednesday,0,Solved,2011-01-19
a4c03014-9daf-4a67-ac57-a6854ee41218,2011-01-19,2011,Saharanpur Road,30.317314,78.138721,Cyber Crime,Non-Violent,Male,34,4,43.54,1,Clear,Wednesday,0,Unsolved,2011-01-19
326a36a0-8f2a-4297-968d-cb75223eed43,2011-01-19,2011,Mohkampur,30.411436,77.910178,Fraud,Violent,Male,50,2,38.1,1,Clear,Wednesday,0,Under Investigation,2011-01-19
36da1038-467e-4d21-a822-192b28a4b964,2011-01-20,2011,Mohanpur,30.42982,77.934055,Fraud,White-Collar,Unknown,43,4,37.2,1,Stormy,Thursday,0,Unsolved,2011-01-20
6e7e8499-9b2a-4c35-b06b-97efc7d96fc3,2011-01-20,2011,Saharanpur Road,30.402343,78.188768,Pickpocketing,White-Collar,Male,11,6,5.17,1,Rainy,Thursday,0,Under Investigation,2011-01-20
7b97f655-6534-4357-a123-7ba94ddc2c8d,2011-01-20,2011,Mohkampur,30.449226,78.187719,Pickpocketing,Property,Male,54,4,30.31,1,Clear,Thursday,0,Solved,2011-01-20
914f1108-6a6e-4652-a3cb-44ddeaecef14,2011-01-20,2011,Kudkan,30.438629,78.091367,Burglary,Property,Female,51,2,2.11,1,Cloudy,Thursday,0,Solved,2011-01-20
df0e5f5c-fe87-4467-b8b9-9c595a13e6e6,2011-01-20,2011,Kudkan,30.334151,77.911868,Harassment,Non-Violent,Unknown,18,4,52.08,1,Clear,Thursday,0,Unsolved,2011-01-20
e24ee554-816f-4b2f-9e59-74eb553217ce,2011-01-21,2011,Majra,30.41553,78.064997,Murder,Property,Other,38,5,11.88,1,Rainy,Friday,1,Under Investigation,2011-01-21
607e77d6-6f22-4da2-b446-03292f0ea943,2011-01-21,2011,Saharanpur Road,30.302877,78.093847,Cyber Crime,Violent,Unknown,25,7,28.53,1,Cloudy,Friday,1,Solved,2011-01-21
9825ab07-5c7b-4030-a560-9eed4555dd08,2011-01-21,2011,Industrial Area,30.293896,77.965044,Fraud,Violent,Male,14,3,19.23,1,Stormy,Friday,0,Under Investigation,2011-01-21
86037946-b18d-4dc6-877c-cb5927059c89,2011-01-22,2011,Mussoorie Road,30.393125,78.147293,Cyber Crime,Property,Male,70,6,36.82,1,Rainy,Saturday,0,Solved,2011-01-22
e7cd57f2-7c1e-44da-a310-5eb3150785c4,2011-01-23,2011,Majra,30.322742,77.988138,Domestic Violence,Violent,Male,42,9,44.69,0,Foggy,Sunday,0,Solved,2011-01-23
8391c07f-e3ed-4440-b606-063beb243127,2011-01-23,2011,Malsi,30.399416,78.152351,Kidnapping,Non-Violent,Unknown,73,1,48.68,0,Stormy,Sunday,0,Under Investigation,2011-01-23
b1fc2d2e-d371-4be4-ac3f-df10e6ddc3f9,2011-01-24,2011,Subhash Road,30.265806,77.900375,Cyber Crime,Property,Male,51,2,43.03,0,Rainy,Monday,1,Solved,2011-01-24
c028ad84-fa21-4988-a02a-b0cffb1d109b,2011-01-24,2011,Saharanpur Road,30.283154,78.144319,Attempt to Murder,Property,Unknown,39,2,8.9,0,Stormy,Monday,0,Under Investigation,2011-01-24
588d6c12-49cc-47b4-999f-0905e0fdcddd,2011-01-24,2011,Saharanpur Road,30.41508,78.034231,Drug Possession,Non-Violent,Male,70,8,14.08,0,Clear,Monday,0,Under Investigation,2011-01-24
afe47f87-b0fd-4c73-83f8-e7eaa6421c15,2011-01-25,2011,Saharanpur Road,30.338071,78.000461,Assault,Violent,Other,71,1,17.89,0,Rainy,Tuesday,0,Under Investigation,2011-01-25
42b90229-17f8-45e6-b9bf-8eeed104acb3,2011-01-27,2011,Mohanpur,30.372055,77.970795,Illegal Possession,Violent,Male,48,9,47.96,1,Foggy,Thursday,0,Under Investigation,2011-01-27
744ebcc0-a555-47cf-90af-0b52dc55b6d4,2011-01-28,2011,Majra,30.436888,77.974837,Arson,Violent,Female,45,5,23.55,1,Stormy,Friday,0,Under Investigation,2011-01-28
b27313f8-95fe-4ad2-a459-27462e73188b,2011-01-28,2011,Mohanpur,30.32814,78.176141,Robbery,Non-Violent,Male,35,10,22.81,0,Cloudy,Friday,0,Solved,2011-01-28
810d35f8-e808-4510-8627-4609a05b2241,2011-01-30,2011,Majra,30.326393,78.131716,Drug Trafficking,Non-Violent,Other,13,4,7.68,0,Stormy,Sunday,0,Under Investigation,2011-01-30
8c214965-1154-4e5c-b696-4d154395ec69,2011-01-30,2011,Mohanpur,30.272552,78.196874,Assault,Violent,Male,17,10,42.27,1,Cloudy,Sunday,0,Unsolved,2011-01-30
dffd0c69-741b-4638-8263-01c17a5d5893,2011-01-30,2011,Mohanpur,30.361626,78.085268,Robbery,Property,Unknown,71,4,44.73,1,Rainy,Sunday,1,Solved,2011-01-30
7f4653ea-4c30-4cbf-8870-727425e078b3,2011-01-31,2011,Mohanpur,30.387877,77.962641,Drug Trafficking,Non-Violent,Unknown,28,7,37.61,1,Clear,Monday,0,Solved,2011-01-31
1b7edeb8-a824-4135-a396-c40c35f01a09,2011-01-31,2011,Saharanpur Road,30.384981,77.915716,Robbery,White-Collar,Unknown,69,3,24.16,1,Stormy,Monday,0,Unsolved,2011-01-31
84e773c5-9890-454d-844f-586e6db2b45c,2011-01-31,2011,Prem Nagar,30.394249,78.145346,Drug Trafficking,Non-Violent,Unknown,22,8,14.12,0,Foggy,Monday,0,Under Investigation,2011-01-31
3f8b3289-78ab-43b8-b58a-cb451d7d96d7,2011-02-02,2011,Gulab Bagh,30.28404,78.145675,Fraud,White-Collar,Other,73,1,20.06,1,Foggy,Wednesday,0,Solved,2011-02-02
f13e769b-ac09-4250-b738-18a0f3f8ed73,2011-02-02,2011,Saharanpur Road,30.329763,77.904752,Pickpocketing,Property,Other,71,1,30.78,0,Stormy,Wednesday,1,Under Investigation,2011-02-02
403d5e96-4cc1-4a0c-80e9-07e65ca0ef08,2011-02-03,2011,Majra,30.362244,78.049554,Kidnapping,Property,Female,31,8,57.0,0,Cloudy,Thursday,0,Under Investigation,2011-02-03
6bcc56a4-b6b7-4dca-af9c-4c8df43b15b9,2011-02-03,2011,Mohanpur,30.405457,77.95406,Attempt to Murder,Violent,Other,67,4,21.76,1,Clear,Thursday,0,Unsolved,2011-02-03
